BLDG,CDIV,LOC,NBLDGS,ROOF,WALL,WIND_SOL,WIND_COND,INFIL,PEOPLE,EQUIP,GROUND,TOTAL_HEAT,ROOF,WALL,WIND_SOL,WIND_COND,INFIL,PEOPLE,EQUIP,GROUND,TOTAL_COOL
2,6,10,152.9,-0.56,-0.40,0.11,-0.33,-0.67,0.11,0.60,-0.05,-1.19,0.16,0.09,0.17,-0.04,0.10,0.14,0.47,-0.11,0.98
2,6,10,192.3,-0.23,-0.25,0.12,-0.47,-0.86,0.12,0.77,-0.03,-0.83,0.05,0.06,0.29,-0.11,0.09,0.22,0.72,-0.18,1.14
2,6,11,36.5,-0.09,-0.06,0.02,-0.05,-0.10,0.02,0.11,0.00,-0.14,0.08,0.05,0.07,0.00,0.11,0.06,0.22,-0.03,0.56
2,7,12,638.8,-1.38,-1.08,0.42,-1.10,-2.28,0.38,2.10,-0.09,-3.02,0.98,0.66,0.95,0.10,1.78,0.76,2.72,-0.23,7.72
2,7,12,219.6,-0.18,-0.20,0.12,-0.38,-0.63,0.10,0.63,-0.01,-0.56,0.11,0.10,0.37,0.00,0.45,0.26,0.99,-0.16,2.12
2,7,13,194.3,-0.40,-0.25,0.09,-0.22,-0.44,0.09,0.50,-0.02,-0.64,0.34,0.22,0.31,-0.01,0.52,0.27,0.98,-0.12,2.52
2,7,13,87.1,-0.05,-0.05,0.03,-0.10,-0.16,0.03,0.19,0.00,-0.11,0.04,0.04,0.16,-0.02,0.17,0.12,0.46,-0.06,0.91
2,8,14,111.6,-0.42,-0.67,0.35,-0.75,-0.71,0.12,0.61,-0.43,-1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,8,14,11.8,-0.01,-0.03,0.01,-0.02,-0.04,0.01,0.04,-0.02,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,8,15,171.5,-0.51,-0.90,0.57,-1.20,-1.14,0.18,0.98,-0.43,-2.44,0.07,0.06,0.15,0.00,0.01,0.03,0.14,-0.04,0.43
2,8,16,11.9,-0.03,-0.05,0.03,-0.05,-0.04,0.01,0.05,-0.02,-0.11,0.01,0.01,0.02,0.00,0.00,0.01,0.02,0.00,0.06
2,8,16,6.7,-0.01,-0.02,0.01,-0.02,-0.03,0.01,0.04,-0.01,-0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.04
2,8,17,210.7,-0.16,-0.29,0.16,-0.26,-0.22,0.06,0.39,-0.01,-0.33,0.34,0.53,0.68,0.16,0.40,0.27,0.94,-0.03,3.29
2,8,17,181.9,-0.06,-0.13,0.03,-0.10,-0.13,0.03,0.26,-0.01,-0.10,0.18,0.36,0.48,0.09,0.37,0.26,0.92,-0.05,2.61
2,9,18,460.8,-1.21,-2.25,0.93,-2.86,-3.30,0.59,3.19,-1.05,-5.97,0.01,0.01,0.02,0.00,0.00,0.00,0.01,0.00,0.04
2,9,18,128.4,-0.22,-0.62,0.12,-0.52,-1.01,0.20,1.11,-0.37,-1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
2,9,19,504.4,-1.16,-2.24,1.44,-1.95,-2.01,0.48,2.85,-0.38,-2.98,0.01,0.01,0.02,0.00,0.00,0.01,0.02,-0.01,0.07
2,9,19,274.9,-0.28,-0.74,0.40,-0.68,-1.03,0.26,1.79,-0.33,-0.61,0.00,0.01,0.02,0.00,0.00,0.01,0.02,-0.01,0.05
2,9,20,1112.9,-1.27,-2.45,1.92,-2.29,-2.09,0.56,4.42,-0.21,-1.41,0.10,0.10,0.25,-0.09,0.01,0.08,0.25,-0.04,0.66
2,9,20,201.3,-0.08,-0.20,0.06,-0.17,-0.22,0.04,0.53,-0.05,-0.08,0.01,0.01,0.05,-0.02,-0.01,0.02,0.06,-0.02,0.11
